"power" "noise" "n_loess" "method"
0.952 5 22 "S_ADP"
0.72 6 22 "S_ADP"
0.61 7 22 "S_ADP"
0.438 8 22 "S_ADP"
0.336 9 22 "S_ADP"
0.288 10 22 "S_ADP"
1 1 23 "S_ADP"
1 2 23 "S_ADP"
0.998 3 23 "S_ADP"
0.924 4 23 "S_ADP"
0.668 5 23 "S_ADP"
0.462 6 23 "S_ADP"
0.322 7 23 "S_ADP"
0.25 8 23 "S_ADP"
0.194 9 23 "S_ADP"
0.176 10 23 "S_ADP"
1 1 24 "S_ADP"
1 2 24 "S_ADP"
1 3 24 "S_ADP"
1 4 24 "S_ADP"
0.96 5 24 "S_ADP"
0.828 6 24 "S_ADP"
0.69 7 24 "S_ADP"
0.496 8 24 "S_ADP"
0.414 9 24 "S_ADP"
0.304 10 24 "S_ADP"
1 1 25 "S_ADP"
1 2 25 "S_ADP"
1 3 25 "S_ADP"
1 4 25 "S_ADP"
0.956 5 25 "S_ADP"
0.824 6 25 "S_ADP"
0.656 7 25 "S_ADP"
0.512 8 25 "S_ADP"
0.364 9 25 "S_ADP"
0.308 10 25 "S_ADP"
1 1 26 "S_ADP"
1 2 26 "S_ADP"
0.854 3 26 "S_ADP"
0.48 4 26 "S_ADP"
0.262 5 26 "S_ADP"
0.184 6 26 "S_ADP"
0.124 7 26 "S_ADP"
0.106 8 26 "S_ADP"
0.092 9 26 "S_ADP"
0.074 10 26 "S_ADP"
1 1 27 "S_ADP"
1 2 27 "S_ADP"
1 3 27 "S_ADP"
1 4 27 "S_ADP"
0.992 5 27 "S_ADP"
0.93 6 27 "S_ADP"
0.8 7 27 "S_ADP"
0.634 8 27 "S_ADP"
0.548 9 27 "S_ADP"
0.402 10 27 "S_ADP"
1 1 28 "S_ADP"
1 2 28 "S_ADP"
1 3 28 "S_ADP"
1 4 28 "S_ADP"
0.998 5 28 "S_ADP"
0.976 6 28 "S_ADP"
0.846 7 28 "S_ADP"
0.754 8 28 "S_ADP"
0.644 9 28 "S_ADP"
0.478 10 28 "S_ADP"
1 1 29 "S_ADP"
1 2 29 "S_ADP"
1 3 29 "S_ADP"
0.994 4 29 "S_ADP"
0.886 5 29 "S_ADP"
0.708 6 29 "S_ADP"
0.53 7 29 "S_ADP"
0.384 8 29 "S_ADP"
0.31 9 29 "S_ADP"
0.262 10 29 "S_ADP"
1 1 30 "S_ADP"
1 2 30 "S_ADP"
0.952 3 30 "S_ADP"
0.632 4 30 "S_ADP"
0.404 5 30 "S_ADP"
0.214 6 30 "S_ADP"
0.198 7 30 "S_ADP"
0.14 8 30 "S_ADP"
0.11 9 30 "S_ADP"
0.084 10 30 "S_ADP"
1 1 31 "S_ADP"
1 2 31 "S_ADP"
0.936 3 31 "S_ADP"
0.584 4 31 "S_ADP"
0.332 5 31 "S_ADP"
0.184 6 31 "S_ADP"
0.172 7 31 "S_ADP"
0.126 8 31 "S_ADP"
0.09 9 31 "S_ADP"
0.076 10 31 "S_ADP"
1 1 32 "S_ADP"
1 2 32 "S_ADP"
1 3 32 "S_ADP"
0.992 4 32 "S_ADP"
0.858 5 32 "S_ADP"
0.66 6 32 "S_ADP"
0.468 7 32 "S_ADP"
0.326 8 32 "S_ADP"
0.226 9 32 "S_ADP"
0.206 10 32 "S_ADP"
1 1 33 "S_ADP"
1 2 33 "S_ADP"
1 3 33 "S_ADP"
0.99 4 33 "S_ADP"
0.876 5 33 "S_ADP"
0.66 6 33 "S_ADP"
0.482 7 33 "S_ADP"
0.352 8 33 "S_ADP"
0.258 9 33 "S_ADP"
0.21 10 33 "S_ADP"
1 1 34 "S_ADP"
1 2 34 "S_ADP"
1 3 34 "S_ADP"
1 4 34 "S_ADP"
1 5 34 "S_ADP"
1 6 34 "S_ADP"
0.998 7 34 "S_ADP"
0.994 8 34 "S_ADP"
0.948 9 34 "S_ADP"
0.884 10 34 "S_ADP"
1 1 35 "S_ADP"
1 2 35 "S_ADP"
0.976 3 35 "S_ADP"
0.694 4 35 "S_ADP"
0.404 5 35 "S_ADP"
0.24 6 35 "S_ADP"
0.176 7 35 "S_ADP"
0.142 8 35 "S_ADP"
0.13 9 35 "S_ADP"
0.092 10 35 "S_ADP"
1 1 36 "S_ADP"
0.812 2 36 "S_ADP"
0.194 3 36 "S_ADP"
0.1 4 36 "S_ADP"
0.074 5 36 "S_ADP"
0.052 6 36 "S_ADP"
0.056 7 36 "S_ADP"
0.058 8 36 "S_ADP"
0.038 9 36 "S_ADP"
0.04 10 36 "S_ADP"
1 1 37 "S_ADP"
1 2 37 "S_ADP"
1 3 37 "S_ADP"
1 4 37 "S_ADP"
1 5 37 "S_ADP"
1 6 37 "S_ADP"
1 7 37 "S_ADP"
0.998 8 37 "S_ADP"
0.988 9 37 "S_ADP"
0.958 10 37 "S_ADP"
1 1 38 "S_ADP"
1 2 38 "S_ADP"
0.99 3 38 "S_ADP"
0.728 4 38 "S_ADP"
0.474 5 38 "S_ADP"
0.294 6 38 "S_ADP"
0.188 7 38 "S_ADP"
0.176 8 38 "S_ADP"
0.13 9 38 "S_ADP"
0.102 10 38 "S_ADP"
1 1 39 "S_ADP"
1 2 39 "S_ADP"
0.998 3 39 "S_ADP"
0.918 4 39 "S_ADP"
0.646 5 39 "S_ADP"
0.502 6 39 "S_ADP"
0.312 7 39 "S_ADP"
0.238 8 39 "S_ADP"
0.162 9 39 "S_ADP"
0.184 10 39 "S_ADP"
1 1 40 "S_ADP"
1 2 40 "S_ADP"
0.732 3 40 "S_ADP"
0.322 4 40 "S_ADP"
0.178 5 40 "S_ADP"
0.124 6 40 "S_ADP"
0.098 7 40 "S_ADP"
0.1 8 40 "S_ADP"
0.076 9 40 "S_ADP"
0.07 10 40 "S_ADP"
1 1 41 "S_ADP"
1 2 41 "S_ADP"
1 3 41 "S_ADP"
1 4 41 "S_ADP"
0.986 5 41 "S_ADP"
0.926 6 41 "S_ADP"
0.79 7 41 "S_ADP"
0.622 8 41 "S_ADP"
0.518 9 41 "S_ADP"
0.432 10 41 "S_ADP"
1 1 42 "S_ADP"
1 2 42 "S_ADP"
1 3 42 "S_ADP"
1 4 42 "S_ADP"
0.98 5 42 "S_ADP"
0.888 6 42 "S_ADP"
0.76 7 42 "S_ADP"
0.566 8 42 "S_ADP"
0.438 9 42 "S_ADP"
0.38 10 42 "S_ADP"
1 1 43 "S_ADP"
1 2 43 "S_ADP"
0.998 3 43 "S_ADP"
0.888 4 43 "S_ADP"
0.582 5 43 "S_ADP"
0.422 6 43 "S_ADP"
0.298 7 43 "S_ADP"
0.226 8 43 "S_ADP"
0.164 9 43 "S_ADP"
0.16 10 43 "S_ADP"
1 1 44 "S_ADP"
1 2 44 "S_ADP"
0.998 3 44 "S_ADP"
0.93 4 44 "S_ADP"
0.724 5 44 "S_ADP"
0.48 6 44 "S_ADP"
0.332 7 44 "S_ADP"
0.222 8 44 "S_ADP"
0.192 9 44 "S_ADP"
0.174 10 44 "S_ADP"
1 1 45 "S_ADP"
1 2 45 "S_ADP"
1 3 45 "S_ADP"
1 4 45 "S_ADP"
0.96 5 45 "S_ADP"
0.812 6 45 "S_ADP"
0.656 7 45 "S_ADP"
0.514 8 45 "S_ADP"
0.348 9 45 "S_ADP"
0.296 10 45 "S_ADP"
1 1 46 "S_ADP"
1 2 46 "S_ADP"
1 3 46 "S_ADP"
1 4 46 "S_ADP"
1 5 46 "S_ADP"
0.998 6 46 "S_ADP"
0.922 7 46 "S_ADP"
0.8 8 46 "S_ADP"
0.704 9 46 "S_ADP"
0.582 10 46 "S_ADP"
1 1 47 "S_ADP"
1 2 47 "S_ADP"
1 3 47 "S_ADP"
1 4 47 "S_ADP"
1 5 47 "S_ADP"
0.992 6 47 "S_ADP"
0.962 7 47 "S_ADP"
0.88 8 47 "S_ADP"
0.758 9 47 "S_ADP"
0.66 10 47 "S_ADP"
1 1 48 "S_ADP"
1 2 48 "S_ADP"
0.966 3 48 "S_ADP"
0.626 4 48 "S_ADP"
0.332 5 48 "S_ADP"
0.236 6 48 "S_ADP"
0.168 7 48 "S_ADP"
0.12 8 48 "S_ADP"
0.104 9 48 "S_ADP"
0.098 10 48 "S_ADP"
1 1 49 "S_ADP"
1 2 49 "S_ADP"
1 3 49 "S_ADP"
1 4 49 "S_ADP"
1 5 49 "S_ADP"
1 6 49 "S_ADP"
0.976 7 49 "S_ADP"
0.95 8 49 "S_ADP"
0.874 9 49 "S_ADP"
0.77 10 49 "S_ADP"
1 1 50 "S_ADP"
1 2 50 "S_ADP"
0.868 3 50 "S_ADP"
0.46 4 50 "S_ADP"
0.288 5 50 "S_ADP"
0.17 6 50 "S_ADP"
0.148 7 50 "S_ADP"
0.118 8 50 "S_ADP"
0.088 9 50 "S_ADP"
0.102 10 50 "S_ADP"
1 1 51 "S_ADP"
1 2 51 "S_ADP"
1 3 51 "S_ADP"
1 4 51 "S_ADP"
1 5 51 "S_ADP"
1 6 51 "S_ADP"
1 7 51 "S_ADP"
0.996 8 51 "S_ADP"
0.96 9 51 "S_ADP"
0.922 10 51 "S_ADP"
1 1 52 "S_ADP"
1 2 52 "S_ADP"
1 3 52 "S_ADP"
0.988 4 52 "S_ADP"
0.832 5 52 "S_ADP"
0.67 6 52 "S_ADP"
0.544 7 52 "S_ADP"
0.358 8 52 "S_ADP"
0.296 9 52 "S_ADP"
0.202 10 52 "S_ADP"
1 1 53 "S_ADP"
1 2 53 "S_ADP"
1 3 53 "S_ADP"
0.964 4 53 "S_ADP"
0.762 5 53 "S_ADP"
0.534 6 53 "S_ADP"
0.374 7 53 "S_ADP"
0.236 8 53 "S_ADP"
0.188 9 53 "S_ADP"
0.164 10 53 "S_ADP"
1 1 54 "S_ADP"
1 2 54 "S_ADP"
1 3 54 "S_ADP"
0.99 4 54 "S_ADP"
0.886 5 54 "S_ADP"
0.624 6 54 "S_ADP"
0.506 7 54 "S_ADP"
0.354 8 54 "S_ADP"
0.274 9 54 "S_ADP"
0.202 10 54 "S_ADP"
1 1 55 "S_ADP"
1 2 55 "S_ADP"
0.736 3 55 "S_ADP"
0.33 4 55 "S_ADP"
0.194 5 55 "S_ADP"
0.154 6 55 "S_ADP"
0.106 7 55 "S_ADP"
0.096 8 55 "S_ADP"
0.062 9 55 "S_ADP"
0.068 10 55 "S_ADP"
1 1 56 "S_ADP"
1 2 56 "S_ADP"
1 3 56 "S_ADP"
1 4 56 "S_ADP"
0.986 5 56 "S_ADP"
0.912 6 56 "S_ADP"
0.77 7 56 "S_ADP"
0.586 8 56 "S_ADP"
0.464 9 56 "S_ADP"
0.346 10 56 "S_ADP"
1 1 57 "S_ADP"
1 2 57 "S_ADP"
1 3 57 "S_ADP"
1 4 57 "S_ADP"
0.918 5 57 "S_ADP"
0.75 6 57 "S_ADP"
0.554 7 57 "S_ADP"
0.428 8 57 "S_ADP"
0.29 9 57 "S_ADP"
0.242 10 57 "S_ADP"
1 1 58 "S_ADP"
1 2 58 "S_ADP"
1 3 58 "S_ADP"
0.972 4 58 "S_ADP"
0.806 5 58 "S_ADP"
0.618 6 58 "S_ADP"
0.434 7 58 "S_ADP"
0.31 8 58 "S_ADP"
0.28 9 58 "S_ADP"
0.192 10 58 "S_ADP"
1 1 59 "S_ADP"
1 2 59 "S_ADP"
1 3 59 "S_ADP"
1 4 59 "S_ADP"
0.95 5 59 "S_ADP"
0.828 6 59 "S_ADP"
0.646 7 59 "S_ADP"
0.522 8 59 "S_ADP"
0.402 9 59 "S_ADP"
0.286 10 59 "S_ADP"
1 1 60 "S_ADP"
1 2 60 "S_ADP"
1 3 60 "S_ADP"
0.88 4 60 "S_ADP"
0.656 5 60 "S_ADP"
0.444 6 60 "S_ADP"
0.366 7 60 "S_ADP"
0.242 8 60 "S_ADP"
0.162 9 60 "S_ADP"
0.132 10 60 "S_ADP"
1 1 61 "S_ADP"
1 2 61 "S_ADP"
1 3 61 "S_ADP"
1 4 61 "S_ADP"
1 5 61 "S_ADP"
1 6 61 "S_ADP"
0.986 7 61 "S_ADP"
0.942 8 61 "S_ADP"
0.86 9 61 "S_ADP"
0.734 10 61 "S_ADP"
1 1 62 "S_ADP"
0.998 2 62 "S_ADP"
0.582 3 62 "S_ADP"
0.324 4 62 "S_ADP"
0.156 5 62 "S_ADP"
0.124 6 62 "S_ADP"
0.08 7 62 "S_ADP"
0.072 8 62 "S_ADP"
0.058 9 62 "S_ADP"
0.056 10 62 "S_ADP"
1 1 63 "S_ADP"
1 2 63 "S_ADP"
1 3 63 "S_ADP"
0.998 4 63 "S_ADP"
0.938 5 63 "S_ADP"
0.746 6 63 "S_ADP"
0.546 7 63 "S_ADP"
0.46 8 63 "S_ADP"
0.352 9 63 "S_ADP"
0.286 10 63 "S_ADP"
1 1 64 "S_ADP"
1 2 64 "S_ADP"
1 3 64 "S_ADP"
1 4 64 "S_ADP"
1 5 64 "S_ADP"
0.956 6 64 "S_ADP"
0.866 7 64 "S_ADP"
0.724 8 64 "S_ADP"
0.606 9 64 "S_ADP"
0.47 10 64 "S_ADP"
1 1 65 "S_ADP"
1 2 65 "S_ADP"
0.898 3 65 "S_ADP"
0.446 4 65 "S_ADP"
0.318 5 65 "S_ADP"
0.17 6 65 "S_ADP"
0.126 7 65 "S_ADP"
0.076 8 65 "S_ADP"
0.076 9 65 "S_ADP"
0.07 10 65 "S_ADP"
1 1 66 "S_ADP"
1 2 66 "S_ADP"
1 3 66 "S_ADP"
0.906 4 66 "S_ADP"
0.634 5 66 "S_ADP"
0.438 6 66 "S_ADP"
0.294 7 66 "S_ADP"
0.224 8 66 "S_ADP"
0.194 9 66 "S_ADP"
0.13 10 66 "S_ADP"
1 1 67 "S_ADP"
1 2 67 "S_ADP"
0.988 3 67 "S_ADP"
0.702 4 67 "S_ADP"
0.414 5 67 "S_ADP"
0.274 6 67 "S_ADP"
0.162 7 67 "S_ADP"
0.154 8 67 "S_ADP"
0.114 9 67 "S_ADP"
0.092 10 67 "S_ADP"
1 1 68 "S_ADP"
1 2 68 "S_ADP"
1 3 68 "S_ADP"
1 4 68 "S_ADP"
1 5 68 "S_ADP"
1 6 68 "S_ADP"
0.998 7 68 "S_ADP"
0.976 8 68 "S_ADP"
0.914 9 68 "S_ADP"
0.794 10 68 "S_ADP"
1 1 69 "S_ADP"
1 2 69 "S_ADP"
0.998 3 69 "S_ADP"
0.934 4 69 "S_ADP"
0.708 5 69 "S_ADP"
0.522 6 69 "S_ADP"
0.33 7 69 "S_ADP"
0.236 8 69 "S_ADP"
0.164 9 69 "S_ADP"
0.174 10 69 "S_ADP"
1 1 70 "S_ADP"
1 2 70 "S_ADP"
1 3 70 "S_ADP"
1 4 70 "S_ADP"
1 5 70 "S_ADP"
0.984 6 70 "S_ADP"
0.894 7 70 "S_ADP"
0.812 8 70 "S_ADP"
0.686 9 70 "S_ADP"
0.536 10 70 "S_ADP"
1 1 71 "S_ADP"
1 2 71 "S_ADP"
1 3 71 "S_ADP"
1 4 71 "S_ADP"
0.944 5 71 "S_ADP"
0.77 6 71 "S_ADP"
0.536 7 71 "S_ADP"
0.448 8 71 "S_ADP"
0.342 9 71 "S_ADP"
0.27 10 71 "S_ADP"
1 1 72 "S_ADP"
1 2 72 "S_ADP"
1 3 72 "S_ADP"
1 4 72 "S_ADP"
0.984 5 72 "S_ADP"
0.876 6 72 "S_ADP"
0.702 7 72 "S_ADP"
0.576 8 72 "S_ADP"
0.436 9 72 "S_ADP"
0.328 10 72 "S_ADP"
1 1 73 "S_ADP"
1 2 73 "S_ADP"
1 3 73 "S_ADP"
1 4 73 "S_ADP"
1 5 73 "S_ADP"
0.994 6 73 "S_ADP"
0.954 7 73 "S_ADP"
0.872 8 73 "S_ADP"
0.756 9 73 "S_ADP"
0.638 10 73 "S_ADP"
1 1 74 "S_ADP"
1 2 74 "S_ADP"
0.932 3 74 "S_ADP"
0.592 4 74 "S_ADP"
0.38 5 74 "S_ADP"
0.242 6 74 "S_ADP"
0.184 7 74 "S_ADP"
0.128 8 74 "S_ADP"
0.126 9 74 "S_ADP"
0.084 10 74 "S_ADP"
1 1 75 "S_ADP"
1 2 75 "S_ADP"
1 3 75 "S_ADP"
1 4 75 "S_ADP"
0.998 5 75 "S_ADP"
0.952 6 75 "S_ADP"
0.872 7 75 "S_ADP"
0.738 8 75 "S_ADP"
0.58 9 75 "S_ADP"
0.474 10 75 "S_ADP"
1 1 76 "S_ADP"
1 2 76 "S_ADP"
1 3 76 "S_ADP"
1 4 76 "S_ADP"
0.982 5 76 "S_ADP"
0.87 6 76 "S_ADP"
0.752 7 76 "S_ADP"
0.586 8 76 "S_ADP"
0.474 9 76 "S_ADP"
0.38 10 76 "S_ADP"
1 1 77 "S_ADP"
1 2 77 "S_ADP"
0.858 3 77 "S_ADP"
0.434 4 77 "S_ADP"
0.202 5 77 "S_ADP"
0.15 6 77 "S_ADP"
0.078 7 77 "S_ADP"
0.072 8 77 "S_ADP"
0.082 9 77 "S_ADP"
0.046 10 77 "S_ADP"
1 1 78 "S_ADP"
1 2 78 "S_ADP"
1 3 78 "S_ADP"
0.93 4 78 "S_ADP"
0.656 5 78 "S_ADP"
0.446 6 78 "S_ADP"
0.314 7 78 "S_ADP"
0.21 8 78 "S_ADP"
0.186 9 78 "S_ADP"
0.18 10 78 "S_ADP"
1 1 79 "S_ADP"
1 2 79 "S_ADP"
1 3 79 "S_ADP"
0.998 4 79 "S_ADP"
0.982 5 79 "S_ADP"
0.878 6 79 "S_ADP"
0.706 7 79 "S_ADP"
0.574 8 79 "S_ADP"
0.434 9 79 "S_ADP"
0.376 10 79 "S_ADP"
1 1 80 "S_ADP"
1 2 80 "S_ADP"
0.852 3 80 "S_ADP"
0.454 4 80 "S_ADP"
0.226 5 80 "S_ADP"
0.182 6 80 "S_ADP"
0.112 7 80 "S_ADP"
0.074 8 80 "S_ADP"
0.076 9 80 "S_ADP"
0.078 10 80 "S_ADP"
1 1 81 "S_ADP"
1 2 81 "S_ADP"
1 3 81 "S_ADP"
1 4 81 "S_ADP"
0.962 5 81 "S_ADP"
0.816 6 81 "S_ADP"
0.67 7 81 "S_ADP"
0.532 8 81 "S_ADP"
0.378 9 81 "S_ADP"
0.292 10 81 "S_ADP"
1 1 82 "S_ADP"
0.922 2 82 "S_ADP"
0.282 3 82 "S_ADP"
0.12 4 82 "S_ADP"
0.106 5 82 "S_ADP"
0.06 6 82 "S_ADP"
0.08 7 82 "S_ADP"
0.048 8 82 "S_ADP"
0.048 9 82 "S_ADP"
0.036 10 82 "S_ADP"
1 1 83 "S_ADP"
0.996 2 83 "S_ADP"
0.556 3 83 "S_ADP"
0.224 4 83 "S_ADP"
0.166 5 83 "S_ADP"
0.1 6 83 "S_ADP"
0.102 7 83 "S_ADP"
0.086 8 83 "S_ADP"
0.064 9 83 "S_ADP"
0.046 10 83 "S_ADP"
1 1 84 "S_ADP"
1 2 84 "S_ADP"
1 3 84 "S_ADP"
0.928 4 84 "S_ADP"
0.648 5 84 "S_ADP"
0.388 6 84 "S_ADP"
0.3 7 84 "S_ADP"
0.202 8 84 "S_ADP"
0.138 9 84 "S_ADP"
0.134 10 84 "S_ADP"
1 1 85 "S_ADP"
1 2 85 "S_ADP"
0.92 3 85 "S_ADP"
0.552 4 85 "S_ADP"
0.268 5 85 "S_ADP"
0.186 6 85 "S_ADP"
0.128 7 85 "S_ADP"
0.092 8 85 "S_ADP"
0.116 9 85 "S_ADP"
0.084 10 85 "S_ADP"
1 1 86 "S_ADP"
1 2 86 "S_ADP"
1 3 86 "S_ADP"
0.998 4 86 "S_ADP"
0.936 5 86 "S_ADP"
0.764 6 86 "S_ADP"
0.602 7 86 "S_ADP"
0.444 8 86 "S_ADP"
0.298 9 86 "S_ADP"
0.264 10 86 "S_ADP"
1 1 87 "S_ADP"
0.998 2 87 "S_ADP"
0.562 3 87 "S_ADP"
0.212 4 87 "S_ADP"
0.134 5 87 "S_ADP"
0.092 6 87 "S_ADP"
0.07 7 87 "S_ADP"
0.066 8 87 "S_ADP"
0.082 9 87 "S_ADP"
0.064 10 87 "S_ADP"
1 1 88 "S_ADP"
1 2 88 "S_ADP"
1 3 88 "S_ADP"
0.962 4 88 "S_ADP"
0.736 5 88 "S_ADP"
0.534 6 88 "S_ADP"
0.32 7 88 "S_ADP"
0.258 8 88 "S_ADP"
0.22 9 88 "S_ADP"
0.132 10 88 "S_ADP"
1 1 89 "S_ADP"
1 2 89 "S_ADP"
0.834 3 89 "S_ADP"
0.42 4 89 "S_ADP"
0.246 5 89 "S_ADP"
0.168 6 89 "S_ADP"
0.132 7 89 "S_ADP"
0.096 8 89 "S_ADP"
0.066 9 89 "S_ADP"
0.09 10 89 "S_ADP"
1 1 90 "S_ADP"
1 2 90 "S_ADP"
1 3 90 "S_ADP"
0.89 4 90 "S_ADP"
0.626 5 90 "S_ADP"
0.42 6 90 "S_ADP"
0.248 7 90 "S_ADP"
0.198 8 90 "S_ADP"
0.158 9 90 "S_ADP"
0.142 10 90 "S_ADP"
1 1 91 "S_ADP"
1 2 91 "S_ADP"
1 3 91 "S_ADP"
1 4 91 "S_ADP"
0.984 5 91 "S_ADP"
0.906 6 91 "S_ADP"
0.746 7 91 "S_ADP"
0.596 8 91 "S_ADP"
0.474 9 91 "S_ADP"
0.396 10 91 "S_ADP"
1 1 92 "S_ADP"
1 2 92 "S_ADP"
0.788 3 92 "S_ADP"
0.328 4 92 "S_ADP"
0.17 5 92 "S_ADP"
0.144 6 92 "S_ADP"
0.094 7 92 "S_ADP"
0.064 8 92 "S_ADP"
0.04 9 92 "S_ADP"
0.05 10 92 "S_ADP"
1 1 93 "S_ADP"
1 2 93 "S_ADP"
0.864 3 93 "S_ADP"
0.488 4 93 "S_ADP"
0.288 5 93 "S_ADP"
0.186 6 93 "S_ADP"
0.134 7 93 "S_ADP"
0.118 8 93 "S_ADP"
0.072 9 93 "S_ADP"
0.07 10 93 "S_ADP"
1 1 94 "S_ADP"
1 2 94 "S_ADP"
0.974 3 94 "S_ADP"
0.686 4 94 "S_ADP"
0.392 5 94 "S_ADP"
0.232 6 94 "S_ADP"
0.194 7 94 "S_ADP"
0.138 8 94 "S_ADP"
0.104 9 94 "S_ADP"
0.098 10 94 "S_ADP"
1 1 95 "S_ADP"
1 2 95 "S_ADP"
1 3 95 "S_ADP"
0.998 4 95 "S_ADP"
0.94 5 95 "S_ADP"
0.776 6 95 "S_ADP"
0.578 7 95 "S_ADP"
0.422 8 95 "S_ADP"
0.402 9 95 "S_ADP"
0.276 10 95 "S_ADP"
1 1 96 "S_ADP"
1 2 96 "S_ADP"
0.88 3 96 "S_ADP"
0.468 4 96 "S_ADP"
0.28 5 96 "S_ADP"
0.176 6 96 "S_ADP"
0.128 7 96 "S_ADP"
0.09 8 96 "S_ADP"
0.102 9 96 "S_ADP"
0.1 10 96 "S_ADP"
1 1 97 "S_ADP"
1 2 97 "S_ADP"
1 3 97 "S_ADP"
1 4 97 "S_ADP"
0.962 5 97 "S_ADP"
0.806 6 97 "S_ADP"
0.614 7 97 "S_ADP"
0.454 8 97 "S_ADP"
0.33 9 97 "S_ADP"
0.248 10 97 "S_ADP"
1 1 98 "S_ADP"
1 2 98 "S_ADP"
0.598 3 98 "S_ADP"
0.224 4 98 "S_ADP"
0.144 5 98 "S_ADP"
0.074 6 98 "S_ADP"
0.078 7 98 "S_ADP"
0.086 8 98 "S_ADP"
0.072 9 98 "S_ADP"
0.06 10 98 "S_ADP"
1 1 99 "S_ADP"
1 2 99 "S_ADP"
1 3 99 "S_ADP"
0.984 4 99 "S_ADP"
0.854 5 99 "S_ADP"
0.658 6 99 "S_ADP"
0.49 7 99 "S_ADP"
0.398 8 99 "S_ADP"
0.312 9 99 "S_ADP"
0.218 10 99 "S_ADP"
1 1 100 "S_ADP"
1 2 100 "S_ADP"
1 3 100 "S_ADP"
0.966 4 100 "S_ADP"
0.854 5 100 "S_ADP"
0.57 6 100 "S_ADP"
0.402 7 100 "S_ADP"
0.294 8 100 "S_ADP"
0.234 9 100 "S_ADP"
0.214 10 100 "S_ADP"
1 1 1 "dHSIC"
0.61 2 1 "dHSIC"
0.192 3 1 "dHSIC"
0.072 4 1 "dHSIC"
0.076 5 1 "dHSIC"
0.05 6 1 "dHSIC"
0.052 7 1 "dHSIC"
0.036 8 1 "dHSIC"
0.04 9 1 "dHSIC"
0.062 10 1 "dHSIC"
1 1 2 "dHSIC"
0.836 2 2 "dHSIC"
0.23 3 2 "dHSIC"
0.1 4 2 "dHSIC"
0.082 5 2 "dHSIC"
0.046 6 2 "dHSIC"
0.052 7 2 "dHSIC"
0.058 8 2 "dHSIC"
0.03 9 2 "dHSIC"
0.058 10 2 "dHSIC"
1 1 3 "dHSIC"
1 2 3 "dHSIC"
1 3 3 "dHSIC"
1 4 3 "dHSIC"
1 5 3 "dHSIC"
0.998 6 3 "dHSIC"
0.942 7 3 "dHSIC"
0.844 8 3 "dHSIC"
0.736 9 3 "dHSIC"
0.656 10 3 "dHSIC"
1 1 4 "dHSIC"
1 2 4 "dHSIC"
0.996 3 4 "dHSIC"
0.824 4 4 "dHSIC"
0.568 5 4 "dHSIC"
0.34 6 4 "dHSIC"
0.312 7 4 "dHSIC"
0.128 8 4 "dHSIC"
0.168 9 4 "dHSIC"
0.136 10 4 "dHSIC"
1 1 5 "dHSIC"
1 2 5 "dHSIC"
1 3 5 "dHSIC"
1 4 5 "dHSIC"
0.998 5 5 "dHSIC"
0.964 6 5 "dHSIC"
0.904 7 5 "dHSIC"
0.758 8 5 "dHSIC"
0.642 9 5 "dHSIC"
0.518 10 5 "dHSIC"
1 1 6 "dHSIC"
1 2 6 "dHSIC"
1 3 6 "dHSIC"
1 4 6 "dHSIC"
0.958 5 6 "dHSIC"
0.842 6 6 "dHSIC"
0.694 7 6 "dHSIC"
0.58 8 6 "dHSIC"
0.432 9 6 "dHSIC"
0.308 10 6 "dHSIC"
1 1 7 "dHSIC"
1 2 7 "dHSIC"
1 3 7 "dHSIC"
0.992 4 7 "dHSIC"
0.954 5 7 "dHSIC"
0.786 6 7 "dHSIC"
0.52 7 7 "dHSIC"
0.498 8 7 "dHSIC"
0.34 9 7 "dHSIC"
0.294 10 7 "dHSIC"
1 1 8 "dHSIC"
1 2 8 "dHSIC"
0.99 3 8 "dHSIC"
0.836 4 8 "dHSIC"
0.536 5 8 "dHSIC"
0.376 6 8 "dHSIC"
0.266 7 8 "dHSIC"
0.202 8 8 "dHSIC"
0.174 9 8 "dHSIC"
0.12 10 8 "dHSIC"
1 1 9 "dHSIC"
1 2 9 "dHSIC"
1 3 9 "dHSIC"
1 4 9 "dHSIC"
1 5 9 "dHSIC"
0.976 6 9 "dHSIC"
0.944 7 9 "dHSIC"
0.87 8 9 "dHSIC"
0.746 9 9 "dHSIC"
0.524 10 9 "dHSIC"
1 1 10 "dHSIC"
1 2 10 "dHSIC"
1 3 10 "dHSIC"
0.978 4 10 "dHSIC"
0.748 5 10 "dHSIC"
0.544 6 10 "dHSIC"
0.344 7 10 "dHSIC"
0.314 8 10 "dHSIC"
0.266 9 10 "dHSIC"
0.146 10 10 "dHSIC"
1 1 11 "dHSIC"
1 2 11 "dHSIC"
0.6 3 11 "dHSIC"
0.302 4 11 "dHSIC"
0.174 5 11 "dHSIC"
0.116 6 11 "dHSIC"
0.118 7 11 "dHSIC"
0.098 8 11 "dHSIC"
0.086 9 11 "dHSIC"
0.102 10 11 "dHSIC"
1 1 12 "dHSIC"
1 2 12 "dHSIC"
0.998 3 12 "dHSIC"
0.826 4 12 "dHSIC"
0.622 5 12 "dHSIC"
0.412 6 12 "dHSIC"
0.232 7 12 "dHSIC"
0.196 8 12 "dHSIC"
0.18 9 12 "dHSIC"
0.104 10 12 "dHSIC"
1 1 13 "dHSIC"
1 2 13 "dHSIC"
1 3 13 "dHSIC"
