"power" "noise" "d_type" "method"
0.044 15 "x^(1/4)" "rdc"
0.06 16 "x^(1/4)" "rdc"
0.05 17 "x^(1/4)" "rdc"
0.072 18 "x^(1/4)" "rdc"
0.062 19 "x^(1/4)" "rdc"
0.038 20 "x^(1/4)" "rdc"
0.058 21 "x^(1/4)" "rdc"
0.046 22 "x^(1/4)" "rdc"
0.052 23 "x^(1/4)" "rdc"
0.082 24 "x^(1/4)" "rdc"
0.034 25 "x^(1/4)" "rdc"
0.08 26 "x^(1/4)" "rdc"
0.046 27 "x^(1/4)" "rdc"
0.064 28 "x^(1/4)" "rdc"
0.048 29 "x^(1/4)" "rdc"
0.08 30 "x^(1/4)" "rdc"
1 1 "circle" "rdc"
0.98 2 "circle" "rdc"
0.956 3 "circle" "rdc"
0.864 4 "circle" "rdc"
0.646 5 "circle" "rdc"
0.538 6 "circle" "rdc"
0.364 7 "circle" "rdc"
0.342 8 "circle" "rdc"
0.24 9 "circle" "rdc"
0.182 10 "circle" "rdc"
0.148 11 "circle" "rdc"
0.128 12 "circle" "rdc"
0.09 13 "circle" "rdc"
0.096 14 "circle" "rdc"
0.044 15 "circle" "rdc"
0.05 16 "circle" "rdc"
0.046 17 "circle" "rdc"
0.028 18 "circle" "rdc"
0.066 19 "circle" "rdc"
0.046 20 "circle" "rdc"
0.018 21 "circle" "rdc"
0.04 22 "circle" "rdc"
0.038 23 "circle" "rdc"
0.046 24 "circle" "rdc"
0.034 25 "circle" "rdc"
0.01 26 "circle" "rdc"
0.038 27 "circle" "rdc"
0.032 28 "circle" "rdc"
0.03 29 "circle" "rdc"
0.02 30 "circle" "rdc"
0.572 1 "step" "rdc"
0.142 2 "step" "rdc"
0.068 3 "step" "rdc"
0.056 4 "step" "rdc"
0.062 5 "step" "rdc"
0.07 6 "step" "rdc"
0.04 7 "step" "rdc"
0.062 8 "step" "rdc"
0.05 9 "step" "rdc"
0.046 10 "step" "rdc"
0.062 11 "step" "rdc"
0.076 12 "step" "rdc"
0.066 13 "step" "rdc"
0.054 14 "step" "rdc"
0.058 15 "step" "rdc"
0.052 16 "step" "rdc"
0.06 17 "step" "rdc"
0.06 18 "step" "rdc"
0.046 19 "step" "rdc"
0.054 20 "step" "rdc"
0.054 21 "step" "rdc"
0.028 22 "step" "rdc"
0.038 23 "step" "rdc"
0.046 24 "step" "rdc"
0.032 25 "step" "rdc"
0.064 26 "step" "rdc"
0.06 27 "step" "rdc"
0.064 28 "step" "rdc"
0.034 29 "step" "rdc"
0.03 30 "step" "rdc"
1 1 "cross" "rdc"
0.996 2 "cross" "rdc"
0.988 3 "cross" "rdc"
0.918 4 "cross" "rdc"
0.77 5 "cross" "rdc"
0.51 6 "cross" "rdc"
0.458 7 "cross" "rdc"
0.35 8 "cross" "rdc"
0.314 9 "cross" "rdc"
0.174 10 "cross" "rdc"
0.254 11 "cross" "rdc"
0.15 12 "cross" "rdc"
0.164 13 "cross" "rdc"
0.122 14 "cross" "rdc"
0.076 15 "cross" "rdc"
0.128 16 "cross" "rdc"
0.078 17 "cross" "rdc"
0.096 18 "cross" "rdc"
0.108 19 "cross" "rdc"
0.11 20 "cross" "rdc"
0.088 21 "cross" "rdc"
0.086 22 "cross" "rdc"
0.078 23 "cross" "rdc"
0.08 24 "cross" "rdc"
0.07 25 "cross" "rdc"
0.096 26 "cross" "rdc"
0.08 27 "cross" "rdc"
0.072 28 "cross" "rdc"
0.086 29 "cross" "rdc"
0.062 30 "cross" "rdc"
0.84 1 "clusters" "rdc"
0.84 2 "clusters" "rdc"
0.868 3 "clusters" "rdc"
0.866 4 "clusters" "rdc"
0.852 5 "clusters" "rdc"
0.814 6 "clusters" "rdc"
0.768 7 "clusters" "rdc"
0.736 8 "clusters" "rdc"
0.686 9 "clusters" "rdc"
0.586 10 "clusters" "rdc"
0.476 11 "clusters" "rdc"
0.352 12 "clusters" "rdc"
0.226 13 "clusters" "rdc"
0.174 14 "clusters" "rdc"
0.108 15 "clusters" "rdc"
0.15 16 "clusters" "rdc"
0.088 17 "clusters" "rdc"
0.116 18 "clusters" "rdc"
0.088 19 "clusters" "rdc"
0.098 20 "clusters" "rdc"
0.064 21 "clusters" "rdc"
0.082 22 "clusters" "rdc"
0.076 23 "clusters" "rdc"
0.088 24 "clusters" "rdc"
0.06 25 "clusters" "rdc"
0.094 26 "clusters" "rdc"
0.06 27 "clusters" "rdc"
0.07 28 "clusters" "rdc"
0.05 29 "clusters" "rdc"
0.062 30 "clusters" "rdc"
1 1 "two parabola" "rdc"
0.998 2 "two parabola" "rdc"
0.99 3 "two parabola" "rdc"
0.872 4 "two parabola" "rdc"
0.72 5 "two parabola" "rdc"
0.6 6 "two parabola" "rdc"
0.434 7 "two parabola" "rdc"
0.368 8 "two parabola" "rdc"
0.222 9 "two parabola" "rdc"
0.232 10 "two parabola" "rdc"
0.186 11 "two parabola" "rdc"
0.21 12 "two parabola" "rdc"
0.144 13 "two parabola" "rdc"
0.15 14 "two parabola" "rdc"
0.136 15 "two parabola" "rdc"
0.092 16 "two parabola" "rdc"
0.138 17 "two parabola" "rdc"
0.096 18 "two parabola" "rdc"
0.064 19 "two parabola" "rdc"
0.06 20 "two parabola" "rdc"
0.092 21 "two parabola" "rdc"
0.072 22 "two parabola" "rdc"
0.118 23 "two parabola" "rdc"
0.088 24 "two parabola" "rdc"
0.08 25 "two parabola" "rdc"
0.062 26 "two parabola" "rdc"
0.088 27 "two parabola" "rdc"
0.066 28 "two parabola" "rdc"
0.054 29 "two parabola" "rdc"
0.072 30 "two parabola" "rdc"
0.072 1 "spiral" "rdc"
0.08 2 "spiral" "rdc"
0.096 3 "spiral" "rdc"
0.042 4 "spiral" "rdc"
0.074 5 "spiral" "rdc"
0.046 6 "spiral" "rdc"
0.054 7 "spiral" "rdc"
0.066 8 "spiral" "rdc"
0.028 9 "spiral" "rdc"
0.022 10 "spiral" "rdc"
0.032 11 "spiral" "rdc"
0.032 12 "spiral" "rdc"
0.05 13 "spiral" "rdc"
0.062 14 "spiral" "rdc"
0.054 15 "spiral" "rdc"
0.03 16 "spiral" "rdc"
0.038 17 "spiral" "rdc"
0.056 18 "spiral" "rdc"
0.04 19 "spiral" "rdc"
0.026 20 "spiral" "rdc"
0.042 21 "spiral" "rdc"
0.032 22 "spiral" "rdc"
0.046 23 "spiral" "rdc"
0.026 24 "spiral" "rdc"
0.08 25 "spiral" "rdc"
0.014 26 "spiral" "rdc"
0.046 27 "spiral" "rdc"
0.046 28 "spiral" "rdc"
0.046 29 "spiral" "rdc"
0.058 30 "spiral" "rdc"
1 1 "linear" "xi_cor"
0.964 2 "linear" "xi_cor"
0.744 3 "linear" "xi_cor"
0.464 4 "linear" "xi_cor"
0.34 5 "linear" "xi_cor"
0.226 6 "linear" "xi_cor"
0.212 7 "linear" "xi_cor"
0.152 8 "linear" "xi_cor"
0.1 9 "linear" "xi_cor"
0.13 10 "linear" "xi_cor"
0.07 11 "linear" "xi_cor"
0.108 12 "linear" "xi_cor"
0.072 13 "linear" "xi_cor"
0.098 14 "linear" "xi_cor"
0.058 15 "linear" "xi_cor"
0.048 16 "linear" "xi_cor"
0.078 17 "linear" "xi_cor"
0.068 18 "linear" "xi_cor"
0.05 19 "linear" "xi_cor"
0.068 20 "linear" "xi_cor"
0.056 21 "linear" "xi_cor"
0.066 22 "linear" "xi_cor"
0.06 23 "linear" "xi_cor"
0.066 24 "linear" "xi_cor"
0.076 25 "linear" "xi_cor"
0.044 26 "linear" "xi_cor"
0.064 27 "linear" "xi_cor"
0.044 28 "linear" "xi_cor"
0.052 29 "linear" "xi_cor"
0.05 30 "linear" "xi_cor"
1 1 "quadratic" "xi_cor"
0.956 2 "quadratic" "xi_cor"
0.634 3 "quadratic" "xi_cor"
0.456 4 "quadratic" "xi_cor"
0.324 5 "quadratic" "xi_cor"
0.25 6 "quadratic" "xi_cor"
0.198 7 "quadratic" "xi_cor"
0.118 8 "quadratic" "xi_cor"
0.058 9 "quadratic" "xi_cor"
0.078 10 "quadratic" "xi_cor"
0.094 11 "quadratic" "xi_cor"
0.122 12 "quadratic" "xi_cor"
0.108 13 "quadratic" "xi_cor"
0.07 14 "quadratic" "xi_cor"
0.052 15 "quadratic" "xi_cor"
0.058 16 "quadratic" "xi_cor"
0.06 17 "quadratic" "xi_cor"
0.082 18 "quadratic" "xi_cor"
0.066 19 "quadratic" "xi_cor"
0.054 20 "quadratic" "xi_cor"
0.078 21 "quadratic" "xi_cor"
0.034 22 "quadratic" "xi_cor"
0.058 23 "quadratic" "xi_cor"
0.052 24 "quadratic" "xi_cor"
0.05 25 "quadratic" "xi_cor"
0.068 26 "quadratic" "xi_cor"
0.048 27 "quadratic" "xi_cor"
0.046 28 "quadratic" "xi_cor"
0.068 29 "quadratic" "xi_cor"
0.076 30 "quadratic" "xi_cor"
0.994 1 "cubic" "xi_cor"
0.83 2 "cubic" "xi_cor"
0.666 3 "cubic" "xi_cor"
0.538 4 "cubic" "xi_cor"
0.442 5 "cubic" "xi_cor"
0.252 6 "cubic" "xi_cor"
0.216 7 "cubic" "xi_cor"
0.126 8 "cubic" "xi_cor"
0.16 9 "cubic" "xi_cor"
0.136 10 "cubic" "xi_cor"
0.104 11 "cubic" "xi_cor"
0.084 12 "cubic" "xi_cor"
0.076 13 "cubic" "xi_cor"
0.094 14 "cubic" "xi_cor"
0.09 15 "cubic" "xi_cor"
0.09 16 "cubic" "xi_cor"
0.078 17 "cubic" "xi_cor"
0.076 18 "cubic" "xi_cor"
0.08 19 "cubic" "xi_cor"
0.076 20 "cubic" "xi_cor"
0.044 21 "cubic" "xi_cor"
0.08 22 "cubic" "xi_cor"
0.046 23 "cubic" "xi_cor"
0.102 24 "cubic" "xi_cor"
0.066 25 "cubic" "xi_cor"
0.108 26 "cubic" "xi_cor"
0.06 27 "cubic" "xi_cor"
0.08 28 "cubic" "xi_cor"
0.068 29 "cubic" "xi_cor"
0.08 30 "cubic" "xi_cor"
1 1 "sine period 1/2" "xi_cor"
0.998 2 "sine period 1/2" "xi_cor"
0.78 3 "sine period 1/2" "xi_cor"
0.558 4 "sine period 1/2" "xi_cor"
0.366 5 "sine period 1/2" "xi_cor"
0.282 6 "sine period 1/2" "xi_cor"
0.248 7 "sine period 1/2" "xi_cor"
0.196 8 "sine period 1/2" "xi_cor"
0.116 9 "sine period 1/2" "xi_cor"
0.082 10 "sine period 1/2" "xi_cor"
0.122 11 "sine period 1/2" "xi_cor"
0.106 12 "sine period 1/2" "xi_cor"
0.09 13 "sine period 1/2" "xi_cor"
0.084 14 "sine period 1/2" "xi_cor"
0.092 15 "sine period 1/2" "xi_cor"
0.068 16 "sine period 1/2" "xi_cor"
0.094 17 "sine period 1/2" "xi_cor"
0.062 18 "sine period 1/2" "xi_cor"
0.054 19 "sine period 1/2" "xi_cor"
0.046 20 "sine period 1/2" "xi_cor"
0.076 21 "sine period 1/2" "xi_cor"
0.084 22 "sine period 1/2" "xi_cor"
0.062 23 "sine period 1/2" "xi_cor"
0.062 24 "sine period 1/2" "xi_cor"
0.07 25 "sine period 1/2" "xi_cor"
0.052 26 "sine period 1/2" "xi_cor"
0.056 27 "sine period 1/2" "xi_cor"
0.058 28 "sine period 1/2" "xi_cor"
0.054 29 "sine period 1/2" "xi_cor"
0.042 30 "sine period 1/2" "xi_cor"
0.226 1 "sine period 1/8" "xi_cor"
0.218 2 "sine period 1/8" "xi_cor"
0.208 3 "sine period 1/8" "xi_cor"
0.206 4 "sine period 1/8" "xi_cor"
0.14 5 "sine period 1/8" "xi_cor"
0.13 6 "sine period 1/8" "xi_cor"
0.084 7 "sine period 1/8" "xi_cor"
0.118 8 "sine period 1/8" "xi_cor"
0.066 9 "sine period 1/8" "xi_cor"
0.094 10 "sine period 1/8" "xi_cor"
0.122 11 "sine period 1/8" "xi_cor"
0.068 12 "sine period 1/8" "xi_cor"
0.058 13 "sine period 1/8" "xi_cor"
0.054 14 "sine period 1/8" "xi_cor"
0.106 15 "sine period 1/8" "xi_cor"
0.024 16 "sine period 1/8" "xi_cor"
0.048 17 "sine period 1/8" "xi_cor"
0.036 18 "sine period 1/8" "xi_cor"
0.046 19 "sine period 1/8" "xi_cor"
0.038 20 "sine period 1/8" "xi_cor"
0.072 21 "sine period 1/8" "xi_cor"
0.046 22 "sine period 1/8" "xi_cor"
0.056 23 "sine period 1/8" "xi_cor"
0.062 24 "sine period 1/8" "xi_cor"
0.07 25 "sine period 1/8" "xi_cor"
0.068 26 "sine period 1/8" "xi_cor"
0.068 27 "sine period 1/8" "xi_cor"
0.058 28 "sine period 1/8" "xi_cor"
0.052 29 "sine period 1/8" "xi_cor"
0.048 30 "sine period 1/8" "xi_cor"
0.948 1 "x^(1/4)" "xi_cor"
0.49 2 "x^(1/4)" "xi_cor"
0.254 3 "x^(1/4)" "xi_cor"
0.134 4 "x^(1/4)" "xi_cor"
0.12 5 "x^(1/4)" "xi_cor"
0.082 6 "x^(1/4)" "xi_cor"
0.056 7 "x^(1/4)" "xi_cor"
0.078 8 "x^(1/4)" "xi_cor"
0.052 9 "x^(1/4)" "xi_cor"
0.066 10 "x^(1/4)" "xi_cor"
0.054 11 "x^(1/4)" "xi_cor"
0.076 12 "x^(1/4)" "xi_cor"
0.03 13 "x^(1/4)" "xi_cor"
0.038 14 "x^(1/4)" "xi_cor"
0.056 15 "x^(1/4)" "xi_cor"
0.068 16 "x^(1/4)" "xi_cor"
0.058 17 "x^(1/4)" "xi_cor"
0.08 18 "x^(1/4)" "xi_cor"
0.034 19 "x^(1/4)" "xi_cor"
0.046 20 "x^(1/4)" "xi_cor"
0.036 21 "x^(1/4)" "xi_cor"
0.05 22 "x^(1/4)" "xi_cor"
0.066 23 "x^(1/4)" "xi_cor"
0.062 24 "x^(1/4)" "xi_cor"
0.05 25 "x^(1/4)" "xi_cor"
0.042 26 "x^(1/4)" "xi_cor"
0.044 27 "x^(1/4)" "xi_cor"
0.068 28 "x^(1/4)" "xi_cor"
0.062 29 "x^(1/4)" "xi_cor"
0.05 30 "x^(1/4)" "xi_cor"
0.334 1 "circle" "xi_cor"
0.278 2 "circle" "xi_cor"
0.232 3 "circle" "xi_cor"
0.198 4 "circle" "xi_cor"
0.184 5 "circle" "xi_cor"
0.128 6 "circle" "xi_cor"
0.162 7 "circle" "xi_cor"
0.122 8 "circle" "xi_cor"
0.146 9 "circle" "xi_cor"
0.128 10 "circle" "xi_cor"
0.094 11 "circle" "xi_cor"
0.092 12 "circle" "xi_cor"
0.076 13 "circle" "xi_cor"
0.068 14 "circle" "xi_cor"
0.06 15 "circle" "xi_cor"
0.078 16 "circle" "xi_cor"
0.078 17 "circle" "xi_cor"
0.072 18 "circle" "xi_cor"
0.072 19 "circle" "xi_cor"
0.078 20 "circle" "xi_cor"
0.042 21 "circle" "xi_cor"
0.046 22 "circle" "xi_cor"
0.058 23 "circle" "xi_cor"
0.052 24 "circle" "xi_cor"
0.038 25 "circle" "xi_cor"
0.024 26 "circle" "xi_cor"
0.056 27 "circle" "xi_cor"
0.05 28 "circle" "xi_cor"
0.05 29 "circle" "xi_cor"
0.048 30 "circle" "xi_cor"
0.81 1 "step" "xi_cor"
0.262 2 "step" "xi_cor"
0.122 3 "step" "xi_cor"
0.086 4 "step" "xi_cor"
0.064 5 "step" "xi_cor"
0.078 6 "step" "xi_cor"
0.086 7 "step" "xi_cor"
0.062 8 "step" "xi_cor"
0.054 9 "step" "xi_cor"
0.046 10 "step" "xi_cor"
0.05 11 "step" "xi_cor"
0.062 12 "step" "xi_cor"
0.05 13 "step" "xi_cor"
0.04 14 "step" "xi_cor"
0.048 15 "step" "xi_cor"
0.054 16 "step" "xi_cor"
0.054 17 "step" "xi_cor"
0.058 18 "step" "xi_cor"
0.06 19 "step" "xi_cor"
0.084 20 "step" "xi_cor"
0.05 21 "step" "xi_cor"
0.08 22 "step" "xi_cor"
0.018 23 "step" "xi_cor"
0.054 24 "step" "xi_cor"
0.04 25 "step" "xi_cor"
0.066 26 "step" "xi_cor"
0.03 27 "step" "xi_cor"
0.044 28 "step" "xi_cor"
0.06 29 "step" "xi_cor"
0.048 30 "step" "xi_cor"
0.548 1 "cross" "xi_cor"
0.358 2 "cross" "xi_cor"
0.358 3 "cross" "xi_cor"
0.258 4 "cross" "xi_cor"
0.194 5 "cross" "xi_cor"
0.148 6 "cross" "xi_cor"
0.156 7 "cross" "xi_cor"
0.132 8 "cross" "xi_cor"
0.126 9 "cross" "xi_cor"
0.094 10 "cross" "xi_cor"
0.09 11 "cross" "xi_cor"
0.06 12 "cross" "xi_cor"
0.054 13 "cross" "xi_cor"
0.066 14 "cross" "xi_cor"
0.054 15 "cross" "xi_cor"
0.066 16 "cross" "xi_cor"
0.056 17 "cross" "xi_cor"
0.04 18 "cross" "xi_cor"
0.086 19 "cross" "xi_cor"
0.058 20 "cross" "xi_cor"
0.06 21 "cross" "xi_cor"
0.064 22 "cross" "xi_cor"
0.036 23 "cross" "xi_cor"
0.078 24 "cross" "xi_cor"
0.066 25 "cross" "xi_cor"
0.048 26 "cross" "xi_cor"
0.048 27 "cross" "xi_cor"
0.064 28 "cross" "xi_cor"
0.06 29 "cross" "xi_cor"
0.038 30 "cross" "xi_cor"
0.324 1 "clusters" "xi_cor"
0.258 2 "clusters" "xi_cor"
0.282 3 "clusters" "xi_cor"
0.244 4 "clusters" "xi_cor"
0.272 5 "clusters" "xi_cor"
0.232 6 "clusters" "xi_cor"
0.21 7 "clusters" "xi_cor"
0.192 8 "clusters" "xi_cor"
0.226 9 "clusters" "xi_cor"
0.24 10 "clusters" "xi_cor"
0.112 11 "clusters" "xi_cor"
0.132 12 "clusters" "xi_cor"
0.096 13 "clusters" "xi_cor"
0.102 14 "clusters" "xi_cor"
0.102 15 "clusters" "xi_cor"
0.086 16 "clusters" "xi_cor"
0.07 17 "clusters" "xi_cor"
0.048 18 "clusters" "xi_cor"
0.064 19 "clusters" "xi_cor"
0.06 20 "clusters" "xi_cor"
0.084 21 "clusters" "xi_cor"
0.082 22 "clusters" "xi_cor"
0.062 23 "clusters" "xi_cor"
0.054 24 "clusters" "xi_cor"
0.07 25 "clusters" "xi_cor"
0.058 26 "clusters" "xi_cor"
0.064 27 "clusters" "xi_cor"
0.07 28 "clusters" "xi_cor"
0.05 29 "clusters" "xi_cor"
0.048 30 "clusters" "xi_cor"
0.426 1 "two parabola" "xi_cor"
0.37 2 "two parabola" "xi_cor"
0.294 3 "two parabola" "xi_cor"
0.288 4 "two parabola" "xi_cor"
0.194 5 "two parabola" "xi_cor"
0.17 6 "two parabola" "xi_cor"
0.134 7 "two parabola" "xi_cor"
0.1 8 "two parabola" "xi_cor"
0.054 9 "two parabola" "xi_cor"
0.078 10 "two parabola" "xi_cor"
0.098 11 "two parabola" "xi_cor"
0.084 12 "two parabola" "xi_cor"
0.048 13 "two parabola" "xi_cor"
0.066 14 "two parabola" "xi_cor"
0.058 15 "two parabola" "xi_cor"
0.04 16 "two parabola" "xi_cor"
0.074 17 "two parabola" "xi_cor"
0.068 18 "two parabola" "xi_cor"
0.048 19 "two parabola" "xi_cor"
0.064 20 "two parabola" "xi_cor"
0.074 21 "two parabola" "xi_cor"
0.042 22 "two parabola" "xi_cor"
0.058 23 "two parabola" "xi_cor"
0.088 24 "two parabola" "xi_cor"
0.044 25 "two parabola" "xi_cor"
0.042 26 "two parabola" "xi_cor"
0.052 27 "two parabola" "xi_cor"
0.046 28 "two parabola" "xi_cor"
0.038 29 "two parabola" "xi_cor"
0.08 30 "two parabola" "xi_cor"
0.146 1 "spiral" "xi_cor"
0.132 2 "spiral" "xi_cor"
0.174 3 "spiral" "xi_cor"
0.082 4 "spiral" "xi_cor"
0.116 5 "spiral" "xi_cor"
0.09 6 "spiral" "xi_cor"
0.092 7 "spiral" "xi_cor"
0.084 8 "spiral" "xi_cor"
0.06 9 "spiral" "xi_cor"
0.062 10 "spiral" "xi_cor"
0.056 11 "spiral" "xi_cor"
0.062 12 "spiral" "xi_cor"
0.076 13 "spiral" "xi_cor"
0.06 14 "spiral" "xi_cor"
0.056 15 "spiral" "xi_cor"
0.038 16 "spiral" "xi_cor"
0.042 17 "spiral" "xi_cor"
0.054 18 "spiral" "xi_cor"
0.058 19 "spiral" "xi_cor"
0.068 20 "spiral" "xi_cor"
0.08 21 "spiral" "xi_cor"
0.066 22 "spiral" "xi_cor"
0.066 23 "spiral" "xi_cor"
0.038 24 "spiral" "xi_cor"
0.032 25 "spiral" "xi_cor"
0.084 26 "spiral" "xi_cor"
0.064 27 "spiral" "xi_cor"
0.048 28 "spiral" "xi_cor"
0.062 29 "spiral" "xi_cor"
0.09 30 "spiral" "xi_cor"
1 1 "linear" "Hoeff"
1 2 "linear" "Hoeff"
0.962 3 "linear" "Hoeff"
0.86 4 "linear" "Hoeff"
0.65 5 "linear" "Hoeff"
0.574 6 "linear" "Hoeff"
0.418 7 "linear" "Hoeff"
0.352 8 "linear" "Hoeff"
0.268 9 "linear" "Hoeff"
0.222 10 "linear" "Hoeff"
0.21 11 "linear" "Hoeff"
0.204 12 "linear" "Hoeff"
0.134 13 "linear" "Hoeff"
0.13 14 "linear" "Hoeff"
0.086 15 "linear" "Hoeff"
0.076 16 "linear" "Hoeff"
0.122 17 "linear" "Hoeff"
0.122 18 "linear" "Hoeff"
0.086 19 "linear" "Hoeff"
0.076 20 "linear" "Hoeff"
0.116 21 "linear" "Hoeff"
0.06 22 "linear" "Hoeff"
0.076 23 "linear" "Hoeff"
0.106 24 "linear" "Hoeff"
0.062 25 "linear" "Hoeff"
0.074 26 "linear" "Hoeff"
0.074 27 "linear" "Hoeff"
0.076 28 "linear" "Hoeff"
0.082 29 "linear" "Hoeff"
0.098 30 "linear" "Hoeff"
0.986 1 "quadratic" "Hoeff"
0.772 2 "quadratic" "Hoeff"
0.408 3 "quadratic" "Hoeff"
0.204 4 "quadratic" "Hoeff"
0.162 5 "quadratic" "Hoeff"
0.138 6 "quadratic" "Hoeff"
0.158 7 "quadratic" "Hoeff"
0.074 8 "quadratic" "Hoeff"
0.062 9 "quadratic" "Hoeff"
0.07 10 "quadratic" "Hoeff"
0.054 11 "quadratic" "Hoeff"
0.062 12 "quadratic" "Hoeff"
0.046 13 "quadratic" "Hoeff"
0.054 14 "quadratic" "Hoeff"
0.054 15 "quadratic" "Hoeff"
0.054 16 "quadratic" "Hoeff"
0.07 17 "quadratic" "Hoeff"
0.038 18 "quadratic" "Hoeff"
0.048 19 "quadratic" "Hoeff"
0.04 20 "quadratic" "Hoeff"
0.056 21 "quadratic" "Hoeff"
0.068 22 "quadratic" "Hoeff"
0.06 23 "quadratic" "Hoeff"
0.042 24 "quadratic" "Hoeff"
0.07 25 "quadratic" "Hoeff"
0.036 26 "quadratic" "Hoeff"
0.042 27 "quadratic" "Hoeff"
0.082 28 "quadratic" "Hoeff"
0.05 29 "quadratic" "Hoeff"
0.068 30 "quadratic" "Hoeff"
0.914 1 "cubic" "Hoeff"
0.704 2 "cubic" "Hoeff"
0.502 3 "cubic" "Hoeff"
0.442 4 "cubic" "Hoeff"
0.31 5 "cubic" "Hoeff"
0.252 6 "cubic" "Hoeff"
0.244 7 "cubic" "Hoeff"
0.186 8 "cubic" "Hoeff"
0.176 9 "cubic" "Hoeff"
0.126 10 "cubic" "Hoeff"
0.136 11 "cubic" "Hoeff"
0.124 12 "cubic" "Hoeff"
0.138 13 "cubic" "Hoeff"
0.094 14 "cubic" "Hoeff"
0.102 15 "cubic" "Hoeff"
0.082 16 "cubic" "Hoeff"
0.086 17 "cubic" "Hoeff"
0.106 18 "cubic" "Hoeff"
0.056 19 "cubic" "Hoeff"
0.096 20 "cubic" "Hoeff"
0.062 21 "cubic" "Hoeff"
0.096 22 "cubic" "Hoeff"
0.046 23 "cubic" "Hoeff"
0.06 24 "cubic" "Hoeff"
0.07 25 "cubic" "Hoeff"
0.082 26 "cubic" "Hoeff"
0.062 27 "cubic" "Hoeff"
0.086 28 "cubic" "Hoeff"
0.064 29 "cubic" "Hoeff"
0.07 30 "cubic" "Hoeff"
0.596 1 "sine period 1/2" "Hoeff"
0.484 2 "sine period 1/2" "Hoeff"
0.346 3 "sine period 1/2" "Hoeff"
0.26 4 "sine period 1/2" "Hoeff"
0.14 5 "sine period 1/2" "Hoeff"
0.158 6 "sine period 1/2" "Hoeff"
0.114 7 "sine period 1/2" "Hoeff"
0.094 8 "sine period 1/2" "Hoeff"
0.112 9 "sine period 1/2" "Hoeff"
0.092 10 "sine period 1/2" "Hoeff"
0.066 11 "sine period 1/2" "Hoeff"
0.07 12 "sine period 1/2" "Hoeff"
0.11 13 "sine period 1/2" "Hoeff"
0.054 14 "sine period 1/2" "Hoeff"
0.046 15 "sine period 1/2" "Hoeff"
0.076 16 "sine period 1/2" "Hoeff"
0.076 17 "sine period 1/2" "Hoeff"
0.07 18 "sine period 1/2" "Hoeff"
0.052 19 "sine period 1/2" "Hoeff"
0.052 20 "sine period 1/2" "Hoeff"
0.05 21 "sine period 1/2" "Hoeff"
0.066 22 "sine period 1/2" "Hoeff"
0.044 23 "sine period 1/2" "Hoeff"
0.058 24 "sine period 1/2" "Hoeff"
0.06 25 "sine period 1/2" "Hoeff"
0.03 26 "sine period 1/2" "Hoeff"
0.054 27 "sine period 1/2" "Hoeff"
0.076 28 "sine period 1/2" "Hoeff"
0.066 29 "sine period 1/2" "Hoeff"
0.052 30 "sine period 1/2" "Hoeff"
0.092 1 "sine period 1/8" "Hoeff"
0.074 2 "sine period 1/8" "Hoeff"
0.084 3 "sine period 1/8" "Hoeff"
0.078 4 "sine period 1/8" "Hoeff"
0.06 5 "sine period 1/8" "Hoeff"
0.054 6 "sine period 1/8" "Hoeff"
0.08 7 "sine period 1/8" "Hoeff"
0.078 8 "sine period 1/8" "Hoeff"
0.048 9 "sine period 1/8" "Hoeff"
0.07 10 "sine period 1/8" "Hoeff"
0.04 11 "sine period 1/8" "Hoeff"
0.05 12 "sine period 1/8" "Hoeff"
0.096 13 "sine period 1/8" "Hoeff"
0.036 14 "sine period 1/8" "Hoeff"
0.04 15 "sine period 1/8" "Hoeff"
0.09 16 "sine period 1/8" "Hoeff"
0.062 17 "sine period 1/8" "Hoeff"
0.048 18 "sine period 1/8" "Hoeff"
0.042 19 "sine period 1/8" "Hoeff"
0.036 20 "sine period 1/8" "Hoeff"
0.044 21 "sine period 1/8" "Hoeff"
0.042 22 "sine period 1/8" "Hoeff"
0.058 23 "sine period 1/8" "Hoeff"
0.048 24 "sine period 1/8" "Hoeff"
0.086 25 "sine period 1/8" "Hoeff"
0.06 26 "sine period 1/8" "Hoeff"
0.068 27 "sine period 1/8" "Hoeff"
0.058 28 "sine period 1/8" "Hoeff"
0.08 29 "sine period 1/8" "Hoeff"
0.042 30 "sine period 1/8" "Hoeff"
0.998 1 "x^(1/4)" "Hoeff"
0.758 2 "x^(1/4)" "Hoeff"
0.52 3 "x^(1/4)" "Hoeff"
0.338 4 "x^(1/4)" "Hoeff"
0.236 5 "x^(1/4)" "Hoeff"
0.156 6 "x^(1/4)" "Hoeff"
0.182 7 "x^(1/4)" "Hoeff"
0.132 8 "x^(1/4)" "Hoeff"
0.102 9 "x^(1/4)" "Hoeff"
0.082 10 "x^(1/4)" "Hoeff"
0.08 11 "x^(1/4)" "Hoeff"
0.098 12 "x^(1/4)" "Hoeff"
0.066 13 "x^(1/4)" "Hoeff"
0.062 14 "x^(1/4)" "Hoeff"
0.062 15 "x^(1/4)" "Hoeff"
0.092 16 "x^(1/4)" "Hoeff"
0.07 17 "x^(1/4)" "Hoeff"
0.082 18 "x^(1/4)" "Hoeff"
0.054 19 "x^(1/4)" "Hoeff"
0.038 20 "x^(1/4)" "Hoeff"
0.048 21 "x^(1/4)" "Hoeff"
