"power" "noise" "d_type" "method"
1 7 "cross" "dHSIC"
1 8 "cross" "dHSIC"
1 9 "cross" "dHSIC"
1 10 "cross" "dHSIC"
1 11 "cross" "dHSIC"
0.976 12 "cross" "dHSIC"
0.92 13 "cross" "dHSIC"
0.82 14 "cross" "dHSIC"
0.788 15 "cross" "dHSIC"
0.64 16 "cross" "dHSIC"
0.496 17 "cross" "dHSIC"
0.42 18 "cross" "dHSIC"
0.346 19 "cross" "dHSIC"
0.26 20 "cross" "dHSIC"
0.222 21 "cross" "dHSIC"
0.228 22 "cross" "dHSIC"
0.152 23 "cross" "dHSIC"
0.146 24 "cross" "dHSIC"
0.13 25 "cross" "dHSIC"
0.11 26 "cross" "dHSIC"
0.12 27 "cross" "dHSIC"
0.102 28 "cross" "dHSIC"
0.066 29 "cross" "dHSIC"
0.072 30 "cross" "dHSIC"
1 1 "clusters" "dHSIC"
1 2 "clusters" "dHSIC"
1 3 "clusters" "dHSIC"
1 4 "clusters" "dHSIC"
1 5 "clusters" "dHSIC"
1 6 "clusters" "dHSIC"
1 7 "clusters" "dHSIC"
1 8 "clusters" "dHSIC"
1 9 "clusters" "dHSIC"
1 10 "clusters" "dHSIC"
1 11 "clusters" "dHSIC"
1 12 "clusters" "dHSIC"
1 13 "clusters" "dHSIC"
1 14 "clusters" "dHSIC"
1 15 "clusters" "dHSIC"
0.996 16 "clusters" "dHSIC"
0.944 17 "clusters" "dHSIC"
0.896 18 "clusters" "dHSIC"
0.756 19 "clusters" "dHSIC"
0.68 20 "clusters" "dHSIC"
0.516 21 "clusters" "dHSIC"
0.276 22 "clusters" "dHSIC"
0.27 23 "clusters" "dHSIC"
0.224 24 "clusters" "dHSIC"
0.128 25 "clusters" "dHSIC"
0.11 26 "clusters" "dHSIC"
0.1 27 "clusters" "dHSIC"
0.102 28 "clusters" "dHSIC"
0.102 29 "clusters" "dHSIC"
0.076 30 "clusters" "dHSIC"
1 1 "two parabola" "dHSIC"
1 2 "two parabola" "dHSIC"
1 3 "two parabola" "dHSIC"
1 4 "two parabola" "dHSIC"
1 5 "two parabola" "dHSIC"
1 6 "two parabola" "dHSIC"
1 7 "two parabola" "dHSIC"
1 8 "two parabola" "dHSIC"
1 9 "two parabola" "dHSIC"
0.996 10 "two parabola" "dHSIC"
0.964 11 "two parabola" "dHSIC"
0.894 12 "two parabola" "dHSIC"
0.762 13 "two parabola" "dHSIC"
0.602 14 "two parabola" "dHSIC"
0.502 15 "two parabola" "dHSIC"
0.402 16 "two parabola" "dHSIC"
0.264 17 "two parabola" "dHSIC"
0.26 18 "two parabola" "dHSIC"
0.236 19 "two parabola" "dHSIC"
0.198 20 "two parabola" "dHSIC"
0.122 21 "two parabola" "dHSIC"
0.112 22 "two parabola" "dHSIC"
0.11 23 "two parabola" "dHSIC"
0.11 24 "two parabola" "dHSIC"
0.068 25 "two parabola" "dHSIC"
0.068 26 "two parabola" "dHSIC"
0.066 27 "two parabola" "dHSIC"
0.06 28 "two parabola" "dHSIC"
0.09 29 "two parabola" "dHSIC"
0.062 30 "two parabola" "dHSIC"
0.91 1 "spiral" "dHSIC"
0.96 2 "spiral" "dHSIC"
0.914 3 "spiral" "dHSIC"
0.904 4 "spiral" "dHSIC"
0.836 5 "spiral" "dHSIC"
0.768 6 "spiral" "dHSIC"
0.56 7 "spiral" "dHSIC"
0.568 8 "spiral" "dHSIC"
0.516 9 "spiral" "dHSIC"
0.448 10 "spiral" "dHSIC"
0.396 11 "spiral" "dHSIC"
0.376 12 "spiral" "dHSIC"
0.274 13 "spiral" "dHSIC"
0.242 14 "spiral" "dHSIC"
0.216 15 "spiral" "dHSIC"
0.248 16 "spiral" "dHSIC"
0.178 17 "spiral" "dHSIC"
0.138 18 "spiral" "dHSIC"
0.098 19 "spiral" "dHSIC"
0.082 20 "spiral" "dHSIC"
0.092 21 "spiral" "dHSIC"
0.092 22 "spiral" "dHSIC"
0.12 23 "spiral" "dHSIC"
0.106 24 "spiral" "dHSIC"
0.07 25 "spiral" "dHSIC"
0.08 26 "spiral" "dHSIC"
0.076 27 "spiral" "dHSIC"
0.124 28 "spiral" "dHSIC"
0.076 29 "spiral" "dHSIC"
0.048 30 "spiral" "dHSIC"
1 1 "linear" "SIT"
1 2 "linear" "SIT"
1 3 "linear" "SIT"
1 4 "linear" "SIT"
1 5 "linear" "SIT"
1 6 "linear" "SIT"
1 7 "linear" "SIT"
0.986 8 "linear" "SIT"
0.874 9 "linear" "SIT"
0.882 10 "linear" "SIT"
0.78 11 "linear" "SIT"
0.59 12 "linear" "SIT"
0.524 13 "linear" "SIT"
0.476 14 "linear" "SIT"
0.342 15 "linear" "SIT"
0.366 16 "linear" "SIT"
0.328 17 "linear" "SIT"
0.272 18 "linear" "SIT"
0.286 19 "linear" "SIT"
0.228 20 "linear" "SIT"
0.254 21 "linear" "SIT"
0.152 22 "linear" "SIT"
0.164 23 "linear" "SIT"
0.202 24 "linear" "SIT"
0.16 25 "linear" "SIT"
0.154 26 "linear" "SIT"
0.168 27 "linear" "SIT"
0.144 28 "linear" "SIT"
0.11 29 "linear" "SIT"
0.078 30 "linear" "SIT"
1 1 "quadratic" "SIT"
1 2 "quadratic" "SIT"
1 3 "quadratic" "SIT"
1 4 "quadratic" "SIT"
1 5 "quadratic" "SIT"
1 6 "quadratic" "SIT"
1 7 "quadratic" "SIT"
0.978 8 "quadratic" "SIT"
0.916 9 "quadratic" "SIT"
0.828 10 "quadratic" "SIT"
0.762 11 "quadratic" "SIT"
0.592 12 "quadratic" "SIT"
0.598 13 "quadratic" "SIT"
0.504 14 "quadratic" "SIT"
0.496 15 "quadratic" "SIT"
0.396 16 "quadratic" "SIT"
0.314 17 "quadratic" "SIT"
0.356 18 "quadratic" "SIT"
0.304 19 "quadratic" "SIT"
0.26 20 "quadratic" "SIT"
0.162 21 "quadratic" "SIT"
0.28 22 "quadratic" "SIT"
0.16 23 "quadratic" "SIT"
0.14 24 "quadratic" "SIT"
0.174 25 "quadratic" "SIT"
0.16 26 "quadratic" "SIT"
0.148 27 "quadratic" "SIT"
0.136 28 "quadratic" "SIT"
0.094 29 "quadratic" "SIT"
0.116 30 "quadratic" "SIT"
1 1 "cubic" "SIT"
1 2 "cubic" "SIT"
1 3 "cubic" "SIT"
1 4 "cubic" "SIT"
1 5 "cubic" "SIT"
1 6 "cubic" "SIT"
0.998 7 "cubic" "SIT"
1 8 "cubic" "SIT"
0.996 9 "cubic" "SIT"
0.966 10 "cubic" "SIT"
0.95 11 "cubic" "SIT"
0.874 12 "cubic" "SIT"
0.872 13 "cubic" "SIT"
0.756 14 "cubic" "SIT"
0.702 15 "cubic" "SIT"
0.602 16 "cubic" "SIT"
0.61 17 "cubic" "SIT"
0.486 18 "cubic" "SIT"
0.472 19 "cubic" "SIT"
0.466 20 "cubic" "SIT"
0.386 21 "cubic" "SIT"
0.3 22 "cubic" "SIT"
0.388 23 "cubic" "SIT"
0.316 24 "cubic" "SIT"
0.21 25 "cubic" "SIT"
0.264 26 "cubic" "SIT"
0.214 27 "cubic" "SIT"
0.198 28 "cubic" "SIT"
0.206 29 "cubic" "SIT"
0.146 30 "cubic" "SIT"
1 1 "sine period 1/2" "SIT"
1 2 "sine period 1/2" "SIT"
1 3 "sine period 1/2" "SIT"
1 4 "sine period 1/2" "SIT"
1 5 "sine period 1/2" "SIT"
1 6 "sine period 1/2" "SIT"
1 7 "sine period 1/2" "SIT"
0.998 8 "sine period 1/2" "SIT"
0.996 9 "sine period 1/2" "SIT"
0.964 10 "sine period 1/2" "SIT"
0.9 11 "sine period 1/2" "SIT"
0.852 12 "sine period 1/2" "SIT"
0.708 13 "sine period 1/2" "SIT"
0.646 14 "sine period 1/2" "SIT"
0.57 15 "sine period 1/2" "SIT"
0.54 16 "sine period 1/2" "SIT"
0.428 17 "sine period 1/2" "SIT"
0.39 18 "sine period 1/2" "SIT"
0.332 19 "sine period 1/2" "SIT"
0.312 20 "sine period 1/2" "SIT"
0.364 21 "sine period 1/2" "SIT"
0.21 22 "sine period 1/2" "SIT"
0.246 23 "sine period 1/2" "SIT"
0.234 24 "sine period 1/2" "SIT"
0.224 25 "sine period 1/2" "SIT"
0.186 26 "sine period 1/2" "SIT"
0.136 27 "sine period 1/2" "SIT"
0.152 28 "sine period 1/2" "SIT"
0.154 29 "sine period 1/2" "SIT"
0.18 30 "sine period 1/2" "SIT"
1 1 "sine period 1/8" "SIT"
1 2 "sine period 1/8" "SIT"
1 3 "sine period 1/8" "SIT"
1 4 "sine period 1/8" "SIT"
1 5 "sine period 1/8" "SIT"
1 6 "sine period 1/8" "SIT"
1 7 "sine period 1/8" "SIT"
1 8 "sine period 1/8" "SIT"
1 9 "sine period 1/8" "SIT"
1 10 "sine period 1/8" "SIT"
1 11 "sine period 1/8" "SIT"
0.998 12 "sine period 1/8" "SIT"
0.996 13 "sine period 1/8" "SIT"
0.97 14 "sine period 1/8" "SIT"
0.936 15 "sine period 1/8" "SIT"
0.948 16 "sine period 1/8" "SIT"
0.896 17 "sine period 1/8" "SIT"
0.834 18 "sine period 1/8" "SIT"
0.752 19 "sine period 1/8" "SIT"
0.724 20 "sine period 1/8" "SIT"
0.626 21 "sine period 1/8" "SIT"
0.608 22 "sine period 1/8" "SIT"
0.566 23 "sine period 1/8" "SIT"
0.62 24 "sine period 1/8" "SIT"
0.416 25 "sine period 1/8" "SIT"
0.484 26 "sine period 1/8" "SIT"
0.48 27 "sine period 1/8" "SIT"
0.384 28 "sine period 1/8" "SIT"
0.464 29 "sine period 1/8" "SIT"
0.382 30 "sine period 1/8" "SIT"
1 1 "x^(1/4)" "SIT"
1 2 "x^(1/4)" "SIT"
1 3 "x^(1/4)" "SIT"
0.994 4 "x^(1/4)" "SIT"
0.95 5 "x^(1/4)" "SIT"
0.734 6 "x^(1/4)" "SIT"
0.602 7 "x^(1/4)" "SIT"
0.482 8 "x^(1/4)" "SIT"
0.336 9 "x^(1/4)" "SIT"
0.316 10 "x^(1/4)" "SIT"
0.28 11 "x^(1/4)" "SIT"
0.288 12 "x^(1/4)" "SIT"
0.192 13 "x^(1/4)" "SIT"
0.186 14 "x^(1/4)" "SIT"
0.118 15 "x^(1/4)" "SIT"
0.174 16 "x^(1/4)" "SIT"
0.102 17 "x^(1/4)" "SIT"
0.102 18 "x^(1/4)" "SIT"
0.098 19 "x^(1/4)" "SIT"
0.098 20 "x^(1/4)" "SIT"
0.068 21 "x^(1/4)" "SIT"
0.064 22 "x^(1/4)" "SIT"
0.07 23 "x^(1/4)" "SIT"
0.106 24 "x^(1/4)" "SIT"
0.096 25 "x^(1/4)" "SIT"
0.056 26 "x^(1/4)" "SIT"
0.082 27 "x^(1/4)" "SIT"
0.052 28 "x^(1/4)" "SIT"
0.086 29 "x^(1/4)" "SIT"
0.058 30 "x^(1/4)" "SIT"
1 1 "circle" "SIT"
1 2 "circle" "SIT"
1 3 "circle" "SIT"
1 4 "circle" "SIT"
1 5 "circle" "SIT"
1 6 "circle" "SIT"
1 7 "circle" "SIT"
1 8 "circle" "SIT"
1 9 "circle" "SIT"
0.998 10 "circle" "SIT"
0.984 11 "circle" "SIT"
0.98 12 "circle" "SIT"
0.934 13 "circle" "SIT"
0.872 14 "circle" "SIT"
0.808 15 "circle" "SIT"
0.652 16 "circle" "SIT"
0.58 17 "circle" "SIT"
0.492 18 "circle" "SIT"
0.45 19 "circle" "SIT"
0.486 20 "circle" "SIT"
0.304 21 "circle" "SIT"
0.296 22 "circle" "SIT"
0.238 23 "circle" "SIT"
0.198 24 "circle" "SIT"
0.16 25 "circle" "SIT"
0.244 26 "circle" "SIT"
0.128 27 "circle" "SIT"
0.186 28 "circle" "SIT"
0.13 29 "circle" "SIT"
0.132 30 "circle" "SIT"
1 1 "step" "SIT"
1 2 "step" "SIT"
0.934 3 "step" "SIT"
0.676 4 "step" "SIT"
0.428 5 "step" "SIT"
0.29 6 "step" "SIT"
0.174 7 "step" "SIT"
0.182 8 "step" "SIT"
0.124 9 "step" "SIT"
0.196 10 "step" "SIT"
0.09 11 "step" "SIT"
0.112 12 "step" "SIT"
0.066 13 "step" "SIT"
0.094 14 "step" "SIT"
0.074 15 "step" "SIT"
0.06 16 "step" "SIT"
0.092 17 "step" "SIT"
0.072 18 "step" "SIT"
0.104 19 "step" "SIT"
0.06 20 "step" "SIT"
0.046 21 "step" "SIT"
0.068 22 "step" "SIT"
0.062 23 "step" "SIT"
0.058 24 "step" "SIT"
0.054 25 "step" "SIT"
0.056 26 "step" "SIT"
0.062 27 "step" "SIT"
0.034 28 "step" "SIT"
0.066 29 "step" "SIT"
0.048 30 "step" "SIT"
1 1 "cross" "SIT"
1 2 "cross" "SIT"
1 3 "cross" "SIT"
1 4 "cross" "SIT"
1 5 "cross" "SIT"
1 6 "cross" "SIT"
0.994 7 "cross" "SIT"
0.958 8 "cross" "SIT"
0.75 9 "cross" "SIT"
0.528 10 "cross" "SIT"
0.392 11 "cross" "SIT"
0.302 12 "cross" "SIT"
0.218 13 "cross" "SIT"
0.158 14 "cross" "SIT"
0.126 15 "cross" "SIT"
0.12 16 "cross" "SIT"
0.156 17 "cross" "SIT"
0.09 18 "cross" "SIT"
0.116 19 "cross" "SIT"
0.078 20 "cross" "SIT"
0.062 21 "cross" "SIT"
0.06 22 "cross" "SIT"
0.048 23 "cross" "SIT"
0.068 24 "cross" "SIT"
0.082 25 "cross" "SIT"
0.046 26 "cross" "SIT"
0.048 27 "cross" "SIT"
0.056 28 "cross" "SIT"
0.046 29 "cross" "SIT"
0.048 30 "cross" "SIT"
1 1 "clusters" "SIT"
1 2 "clusters" "SIT"
1 3 "clusters" "SIT"
1 4 "clusters" "SIT"
1 5 "clusters" "SIT"
1 6 "clusters" "SIT"
1 7 "clusters" "SIT"
1 8 "clusters" "SIT"
1 9 "clusters" "SIT"
1 10 "clusters" "SIT"
1 11 "clusters" "SIT"
0.97 12 "clusters" "SIT"
0.852 13 "clusters" "SIT"
0.798 14 "clusters" "SIT"
0.512 15 "clusters" "SIT"
0.296 16 "clusters" "SIT"
0.166 17 "clusters" "SIT"
0.156 18 "clusters" "SIT"
0.146 19 "clusters" "SIT"
0.166 20 "clusters" "SIT"
0.072 21 "clusters" "SIT"
0.082 22 "clusters" "SIT"
0.074 23 "clusters" "SIT"
0.076 24 "clusters" "SIT"
0.066 25 "clusters" "SIT"
0.07 26 "clusters" "SIT"
0.052 27 "clusters" "SIT"
0.062 28 "clusters" "SIT"
0.06 29 "clusters" "SIT"
0.07 30 "clusters" "SIT"
1 1 "two parabola" "SIT"
1 2 "two parabola" "SIT"
1 3 "two parabola" "SIT"
1 4 "two parabola" "SIT"
1 5 "two parabola" "SIT"
1 6 "two parabola" "SIT"
0.962 7 "two parabola" "SIT"
0.834 8 "two parabola" "SIT"
0.59 9 "two parabola" "SIT"
0.392 10 "two parabola" "SIT"
0.276 11 "two parabola" "SIT"
0.24 12 "two parabola" "SIT"
0.166 13 "two parabola" "SIT"
0.122 14 "two parabola" "SIT"
0.14 15 "two parabola" "SIT"
0.082 16 "two parabola" "SIT"
0.078 17 "two parabola" "SIT"
0.064 18 "two parabola" "SIT"
0.088 19 "two parabola" "SIT"
0.046 20 "two parabola" "SIT"
0.064 21 "two parabola" "SIT"
0.058 22 "two parabola" "SIT"
0.074 23 "two parabola" "SIT"
0.058 24 "two parabola" "SIT"
0.054 25 "two parabola" "SIT"
0.056 26 "two parabola" "SIT"
0.062 27 "two parabola" "SIT"
0.05 28 "two parabola" "SIT"
0.026 29 "two parabola" "SIT"
0.026 30 "two parabola" "SIT"
1 1 "spiral" "SIT"
1 2 "spiral" "SIT"
1 3 "spiral" "SIT"
1 4 "spiral" "SIT"
0.998 5 "spiral" "SIT"
0.994 6 "spiral" "SIT"
0.968 7 "spiral" "SIT"
0.92 8 "spiral" "SIT"
0.858 9 "spiral" "SIT"
0.78 10 "spiral" "SIT"
0.704 11 "spiral" "SIT"
0.638 12 "spiral" "SIT"
0.49 13 "spiral" "SIT"
0.498 14 "spiral" "SIT"
0.41 15 "spiral" "SIT"
0.352 16 "spiral" "SIT"
0.326 17 "spiral" "SIT"
0.254 18 "spiral" "SIT"
0.25 19 "spiral" "SIT"
0.206 20 "spiral" "SIT"
0.218 21 "spiral" "SIT"
0.19 22 "spiral" "SIT"
0.144 23 "spiral" "SIT"
0.178 24 "spiral" "SIT"
0.188 25 "spiral" "SIT"
0.116 26 "spiral" "SIT"
0.156 27 "spiral" "SIT"
0.172 28 "spiral" "SIT"
0.138 29 "spiral" "SIT"
0.078 30 "spiral" "SIT"
